gene_name	log2(fold_change)	p_value
CG17556	-1,21434	5,00E-05
CG17985,Rpt1	-1,21459	5,00E-05
DnaJ-1	-1,21466	5,00E-05
wap	-1,2161	5,00E-05
lola,pre-lola-G	-1,2171	5,00E-05
wmd	-1,21728	5,00E-05
Start1	-1,21745	5,00E-05
lace	-1,21794	5,00E-05
IntS10	-1,21796	0,0003
CG32676	-1,21798	5,00E-05
zf30C	-1,21803	5,00E-05
MBD-like	-1,21877	5,00E-05
Sas10	-1,21913	5,00E-05
solo,vas	-1,21941	0,0162
Clbn	-1,21956	5,00E-05
CG31715	-1,21977	5,00E-05
CG9018	-1,21992	5,00E-05
CG5726	-1,21996	5,00E-05
gammaTub23C	-1,2201	5,00E-05
Papst2	-1,22025	5,00E-05
CG9986	-1,22099	0,0007
POSH	-1,22128	5,00E-05
dwg	-1,22129	5,00E-05
Dpy-30L1	-1,22185	0,00175
Aats-arg	-1,22207	5,00E-05
CG32075	-1,22305	5,00E-05
CG15643,CG9213	-1,22373	5,00E-05
CG10738	-1,22374	0,0006
CG17746	-1,22394	5,00E-05
CG12179	-1,2246	0,0001
Trf4-1	-1,22505	5,00E-05
Ada2a,Rpb4	-1,2257	5,00E-05
wds	-1,22644	5,00E-05
Hs2st	-1,22723	0,01345
spoon	-1,22788	5,00E-05
Lam	-1,22797	5,00E-05
Su(var)205	-1,22806	5,00E-05
CG11070	-1,22842	5,00E-05
Tl	-1,22858	5,00E-05
rdgBbeta	-1,22933	5,00E-05
CG14442	-1,22973	5,00E-05
CR45818	-1,22974	0,0003
Hsf	-1,23004	5,00E-05
mof	-1,2304	5,00E-05
Ssb-c31a	-1,23056	5,00E-05
CG12106	-1,23144	0,01475
Mi-2	-1,23214	5,00E-05
rtet	-1,23224	5,00E-05
unc-119	-1,23254	0,0059
CG15735	-1,23278	5,00E-05
CG32104	-1,23296	5,00E-05
Spn	-1,23357	5,00E-05
IntS9	-1,23572	0,0004
csul	-1,23576	5,00E-05
PMP34	-1,2364	5,00E-05
IntS4	-1,23642	5,00E-05
wapl	-1,23679	5,00E-05
Nxf3,ssp2	-1,2369	5,00E-05
crm	-1,23695	5,00E-05
CG10420	-1,23758	5,00E-05
Pop2	-1,23871	5,00E-05
CG6966,CG6974	-1,23971	5,00E-05
CG4957	-1,24008	5,00E-05
Sry-delta	-1,24029	5,00E-05
scat	-1,24057	5,00E-05
Hsc70-3	-1,2416	5,00E-05
CG2021	-1,24222	0,00525
CG11902	-1,24242	5,00E-05
CG5439	-1,24342	5,00E-05
SMC3	-1,244	5,00E-05
CG13742	-1,24443	0,00035
Zif	-1,24459	5,00E-05
CG15535	-1,24461	0,0003
nct	-1,24473	5,00E-05
Prat	-1,2452	0,0002
CG17931,CG42446	-1,24552	5,00E-05
skd	-1,24591	5,00E-05
CG32365	-1,2462	5,00E-05
wda	-1,2474	0,00045
pbl	-1,24769	5,00E-05
CG11723	-1,24814	5,00E-05
cta	-1,24829	5,00E-05
CG1074	-1,24847	0,0087
CG31111	-1,24849	0,00345
CG13773	-1,24883	5,00E-05
CG31224	-1,24925	0,0001
CG4558	-1,25016	5,00E-05
CG8963	-1,2516	5,00E-05
CG7979	-1,25165	0,0007
Prosalpha5	-1,25244	5,00E-05
CG11590	-1,25249	5,00E-05
CG1360	-1,25283	0,0001
CG9667	-1,25307	0,0001
CG15896	-1,25454	5,00E-05
oxt	-1,25514	5,00E-05
CG1440	-1,25526	5,00E-05
tws	-1,25545	5,00E-05
CG40045	-1,25572	5,00E-05
nej	-1,25727	5,00E-05
Btk29A	-1,25752	5,00E-05
CG8298	-1,2577	5,00E-05
CG10889	-1,25796	0,0032
CG5969,isoQC	-1,25834	5,00E-05
Trf2	-1,25852	5,00E-05
GalNAc-T1	-1,25864	5,00E-05
CG13088	-1,25874	0,0004
CG17129	-1,25877	0,00045
CG10635	-1,25891	5,00E-05
CG40228	-1,25891	5,00E-05
Gmd	-1,25949	0,0002
CG8735	-1,26046	5,00E-05
CG8507	-1,26103	5,00E-05
CG8388	-1,26163	0,024
CG10343	-1,26211	5,00E-05
AlkB	-1,2624	0,0001
bgm	-1,26269	5,00E-05
Pli	-1,26325	5,00E-05
Hsc70Cb	-1,26326	5,00E-05
Cbp20	-1,26357	5,00E-05
CG15439	-1,2641	5,00E-05
eEF1delta	-1,26417	5,00E-05
CG11927	-1,26443	0,0001
CG5181	-1,26574	0,01665
CG5131	-1,26663	5,00E-05
vtd	-1,26672	5,00E-05
snRNP-U1-70K	-1,26686	5,00E-05
hoip	-1,26782	5,00E-05
CG2118	-1,26811	0,00375
olf186-M	-1,26836	5,00E-05
CG13397	-1,26857	5,00E-05
spel1	-1,26861	5,00E-05
CG11802	-1,26868	5,00E-05
CG12006	-1,26872	5,00E-05
Smu1	-1,26883	0,0198
PGAP5	-1,26947	0,0006
Jarid2	-1,2697	5,00E-05
CG5147	-1,27004	5,00E-05
CG15142	-1,27088	0,0294
Dpt	-1,27105	0,00605
Meics	-1,27197	5,00E-05
mbo	-1,27282	5,00E-05
Ns4	-1,27386	5,00E-05
Nup214	-1,27447	5,00E-05
CG2608	-1,27525	5,00E-05
l(3)05822	-1,2753	5,00E-05
MESR6	-1,27557	5,00E-05
CG10344	-1,27569	5,00E-05
Pcd	-1,27666	5,00E-05
CG10866	-1,27753	5,00E-05
CG9265	-1,27758	5,00E-05
CG17118,CG6443	-1,2781	0,00015
Xpd	-1,27815	5,00E-05
CG30499	-1,27848	5,00E-05
CG7441	-1,27873	5,00E-05
Mpp6	-1,27882	0,02995
JTBR	-1,27938	0,0003
CG16736,Ibf2	-1,28192	0,0001
Dsor1	-1,28206	5,00E-05
Arp8	-1,28208	5,00E-05
CG7872	-1,28219	5,00E-05
Parp	-1,2825	5,00E-05
CG5694	-1,28388	5,00E-05
Edc3	-1,28439	5,00E-05
Taf11	-1,28508	5,00E-05
G9a	-1,28512	5,00E-05
CG14341	-1,28519	0,02955
CG6013	-1,28533	5,00E-05
CG11396	-1,28558	5,00E-05
mats	-1,28632	5,00E-05
CG5292	-1,28635	5,00E-05
Rae1	-1,28653	0,0003
pit	-1,28663	5,00E-05
vlc	-1,28707	5,00E-05
RabX1	-1,28718	5,00E-05
CR46048	-1,2873	0,02365
Bdbt	-1,28826	5,00E-05
Cbp80	-1,28988	5,00E-05
Galphai	-1,29114	5,00E-05
CG31108,CG31510	-1,29149	5,00E-05
CG12863	-1,29313	5,00E-05
CG15881	-1,29318	0,0001
4EHP,Syx1A	-1,29337	5,00E-05
Akap200	-1,29355	5,00E-05
ben	-1,29448	5,00E-05
CG8635	-1,29535	5,00E-05
Ulp1	-1,29571	5,00E-05
CkIIalpha	-1,2959	5,00E-05
CG3800	-1,29605	5,00E-05
CG11357	-1,29666	5,00E-05
elgi	-1,29683	5,00E-05
CG6758	-1,29711	0,0045
Uba2	-1,29719	5,00E-05
brn	-1,29727	0,0002
pum	-1,29743	5,00E-05
APP-BP1,CG33947	-1,2975	5,00E-05
CG5466	-1,29817	5,00E-05
Uba3	-1,29924	0,0001
Stlk	-1,29934	5,00E-05
wls	-1,29954	5,00E-05
CG9941	-1,30061	5,00E-05
E23	-1,30072	5,00E-05
UK114	-1,30234	5,00E-05
aph-1	-1,30236	5,00E-05
LSm1	-1,30269	0,0002
PIG-V	-1,30338	5,00E-05
CG4291	-1,30454	5,00E-05
CG12020,Cdc37	-1,30494	5,00E-05
CG11007	-1,30569	5,00E-05
Mkrn1	-1,30593	5,00E-05
Rcc1	-1,30696	5,00E-05
CR45151	-1,30879	0,0017
CycC	-1,30899	5,00E-05
por	-1,30902	0,02225
l(2)35Be	-1,30911	0,00395
mRpL52	-1,30953	5,00E-05
CG16941	-1,30985	5,00E-05
HP1b	-1,3105	5,00E-05
Atac3	-1,31135	5,00E-05
CG7218	-1,31236	5,00E-05
step	-1,3127	5,00E-05
nmo	-1,3132	5,00E-05
ebd2	-1,31332	5,00E-05
CG6664	-1,31357	5,00E-05
CG9323	-1,3138	5,00E-05
CG6808,CG6813	-1,31506	0,00025
CG42231,chif	-1,31614	5,00E-05
apt	-1,31617	5,00E-05
tam	-1,31628	5,00E-05
CG2162	-1,31631	5,00E-05
Hrb87F	-1,31633	5,00E-05
Jafrac1	-1,31712	5,00E-05
CG13005	-1,31732	5,00E-05
bin3	-1,31756	5,00E-05
Cbl	-1,31819	5,00E-05
retn	-1,31949	5,00E-05
CG17036	-1,32037	0,0003
CG7737	-1,32083	0,00215
Hmg-2	-1,32089	5,00E-05
Cfp1	-1,32168	5,00E-05
CG30497,CG45093	-1,32192	5,00E-05
CG32803	-1,32204	0,00015
ADD1	-1,32223	5,00E-05
IntS14	-1,32305	5,00E-05
dmpd	-1,32322	5,00E-05
CG10904	-1,32335	0,00015
CG3342	-1,3235	0,0005
CG11417	-1,32356	5,00E-05
Amun	-1,32425	5,00E-05
Brd8	-1,32451	5,00E-05
Corp	-1,3246	0,0262
CoRest	-1,3254	5,00E-05
UbcE2M	-1,32549	5,00E-05
lmgA,lmgB	-1,32637	5,00E-05
del	-1,32671	0,0004
crok	-1,32704	5,00E-05
CG3651	-1,32788	5,00E-05
CG10428	-1,32854	5,00E-05
Taf2	-1,32858	5,00E-05
CG17764,Cdk7	-1,32865	5,00E-05
Dcr-1	-1,32966	5,00E-05
snk	-1,33045	0,0079
SmB	-1,33124	5,00E-05
Prp19	-1,33151	5,00E-05
HP1c	-1,33233	0,00045
Mes2	-1,33281	5,00E-05
CG10326	-1,33305	5,00E-05
CG7609	-1,3334	5,00E-05
CG9114	-1,33557	0,00085
GAPsec	-1,33558	5,00E-05
CG12096	-1,33647	5,00E-05
ihog	-1,33719	5,00E-05
nbs	-1,33799	5,00E-05
CG18048	-1,33943	5,00E-05
CG5880	-1,33944	0,00015
bs	-1,33953	5,00E-05
CG4968	-1,33971	5,00E-05
CG1103	-1,33996	5,00E-05
CG6073	-1,34002	5,00E-05
CG10268	-1,34054	0,00455
Rpt2	-1,34163	5,00E-05
AIF	-1,34217	5,00E-05
twf	-1,34222	5,00E-05
Nf-YC	-1,34291	5,00E-05
Prp38	-1,34376	5,00E-05
CG15863	-1,34415	0,0297
tex	-1,34436	0,00025
bonsai	-1,34443	5,00E-05
CG5515	-1,34471	5,00E-05
Rbm13	-1,34495	5,00E-05
CG30001	-1,34536	0,00085
Tsc1	-1,3456	5,00E-05
Nxt1	-1,346	5,00E-05
CG4424	-1,34617	0,0005
mago	-1,3462	5,00E-05
CG17337	-1,34624	5,00E-05
Sept1	-1,34645	5,00E-05
CG33506	-1,3466	0,0001
Ranbp9	-1,34671	5,00E-05
CG17322	-1,34676	0,0001
CG2211	-1,34714	0,01405
CG42445	-1,34735	0,0001
CG4709	-1,348	0,01145
Myt1	-1,3486	5,00E-05
l(3)72Dn	-1,34927	5,00E-05
Sec15	-1,34975	5,00E-05
Rpn8	-1,35083	5,00E-05
Nup58	-1,35128	5,00E-05
Noa36	-1,35142	5,00E-05
CG5787	-1,35172	5,00E-05
mu2	-1,35251	5,00E-05
CG5705	-1,35264	5,00E-05
CG7183	-1,35303	5,00E-05
neur	-1,35305	5,00E-05
Atg7	-1,35325	0,0001
stai	-1,35333	5,00E-05
mbm	-1,35344	5,00E-05
TfIIEalpha	-1,35357	5,00E-05
CG5800	-1,35448	5,00E-05
CG14641	-1,35464	5,00E-05
Arr1	-1,35571	5,00E-05
Cdc27	-1,35613	5,00E-05
Rpn9	-1,35614	5,00E-05
Rbsn-5	-1,3566	5,00E-05
CG10188	-1,357	5,00E-05
CG3045	-1,35829	0,0022
nero	-1,35978	5,00E-05
wdb	-1,36011	5,00E-05
CG6227	-1,36058	5,00E-05
Gas41	-1,36064	0,00015
Mes4	-1,36085	0,0003
pont	-1,36109	5,00E-05
mod(mdg4),pre-mod(mdg4)-AA,pre-mod(mdg4)-AB,pre-mod(mdg4)-B,pre-mod(mdg4)-C,pre-mod(mdg4)-E,pre-mod(mdg4)-G,pre-mod(mdg4)-H,pre-mod(mdg4)-I,pre-mod(mdg4)-J,pre-mod(mdg4)-K,pre-mod(mdg4)-L,pre-mod(mdg4)-N,pre-mod(mdg4)-O,pre-mod(mdg4)-P	-1,36237	5,00E-05
CG33129	-1,36287	5,00E-05
GILT3	-1,36483	5,00E-05
SRPK	-1,36495	5,00E-05
CG2147	-1,36555	5,00E-05
CG1703	-1,36622	5,00E-05
CG17454	-1,36652	5,00E-05
CG4069	-1,36686	5,00E-05
CG13322	-1,36753	5,00E-05
CG5986	-1,36805	0,0088
alt	-1,36823	5,00E-05
MED28	-1,36872	0,0001
CG6712	-1,36985	5,00E-05
Lcp9,egg	-1,37042	5,00E-05
Usp20-33	-1,3712	5,00E-05
PGRP-LD,Pmi	-1,37142	5,00E-05
Rox8	-1,37158	5,00E-05
CG6907	-1,37335	0,00015
CG31495	-1,37346	0,00025
CG34310,cup	-1,37347	0,0003
cyc	-1,3738	5,00E-05
CG4164	-1,37465	5,00E-05
smt3	-1,37536	5,00E-05
wash	-1,3754	5,00E-05
CG34159	-1,37613	5,00E-05
Hrb27C	-1,37688	5,00E-05
CG8617	-1,37701	5,00E-05
Lkb1	-1,37706	5,00E-05
asun	-1,37781	5,00E-05
Mst85C	-1,37789	0,01145
CG1172	-1,37833	5,00E-05
CG10417	-1,37854	5,00E-05
CG4707	-1,37912	5,00E-05
CG15561	-1,37915	0,00345
Sbp2	-1,38062	5,00E-05
Top3alpha	-1,3807	5,00E-05
CG14545	-1,38076	5,00E-05
CG11674	-1,38079	5,00E-05
Syx13	-1,38126	5,00E-05
CG4622	-1,38137	0,00185
Arfrp1	-1,38139	5,00E-05
CG11811	-1,38202	5,00E-05
CG5913	-1,38226	5,00E-05
rec	-1,38352	5,00E-05
Hsp83	-1,38489	5,00E-05
E(z)	-1,38519	5,00E-05
BEAF-32	-1,38634	5,00E-05
rin	-1,38637	5,00E-05
CG42797	-1,3866	5,00E-05
Tsp86D	-1,38663	5,00E-05
Tango4	-1,38792	5,00E-05
Nup75	-1,39007	5,00E-05
CG6568	-1,39068	5,00E-05
CG7246	-1,39076	5,00E-05
CG18769	-1,39139	5,00E-05
U3-55K	-1,39149	5,00E-05
Sgf29	-1,39188	5,00E-05
Spf45	-1,39308	5,00E-05
CG13921	-1,39336	5,00E-05
CG12204,ksh	-1,39412	0,002
CG10979	-1,39636	5,00E-05
prod	-1,39638	5,00E-05
CG3815	-1,39724	5,00E-05
Tdrd3	-1,39729	5,00E-05
CG9004	-1,39734	5,00E-05
CG15011	-1,39776	5,00E-05
CG8239	-1,39787	0,00745
CR44049	-1,39804	0,00095
CR46135	-1,39881	5,00E-05
CG7668	-1,39952	5,00E-05
cib	-1,39982	5,00E-05
CG31075	-1,40012	5,00E-05
CG11504,CG34298	-1,40116	5,00E-05
Fit2	-1,40422	5,00E-05
Sod3	-1,40537	5,00E-05
Rbf	-1,40541	5,00E-05
CG14230	-1,40575	5,00E-05
hng1	-1,40581	0,0001
Bgb	-1,40584	5,00E-05
CG7747	-1,40755	0,00925
CG11555	-1,40909	0,0002
Raf	-1,41048	5,00E-05
Rpn2	-1,41073	5,00E-05
CG2182	-1,41088	5,00E-05
Acph-1	-1,41105	5,00E-05
CG7824	-1,41119	5,00E-05
eco	-1,41142	5,00E-05
CG1943	-1,412	5,00E-05
CG4825	-1,41254	5,00E-05
Dlip1	-1,41402	0,00135
Phax	-1,41411	5,00E-05
CR43767	-1,41507	5,00E-05
CSN6	-1,41521	5,00E-05
dx	-1,41703	5,00E-05
CG1792	-1,41733	5,00E-05
CG11980	-1,41736	5,00E-05
CG9705	-1,41738	5,00E-05
trpl	-1,4177	5,00E-05
ste14	-1,41797	0,0001
RpII33	-1,41858	5,00E-05
pita	-1,41917	0,0003
mr	-1,42065	5,00E-05
gro	-1,42074	5,00E-05
MAN1	-1,42122	5,00E-05
wde	-1,42126	5,00E-05
CG33107	-1,42174	5,00E-05
l(3)j2D3	-1,42292	5,00E-05
CG34401	-1,42297	5,00E-05
RASSF8	-1,42392	5,00E-05
calypso	-1,42396	0,0015
aub	-1,42425	5,00E-05
mRpL54	-1,42664	5,00E-05
Sym	-1,42724	5,00E-05
CG2790	-1,42923	5,00E-05
mip130	-1,43	0,0004
CG13993	-1,43048	5,00E-05
CG15141	-1,43099	0,009
rt	-1,4312	5,00E-05
CG33722	-1,43123	5,00E-05
CR31044	-1,43162	0,00275
CG18213	-1,43176	5,00E-05
Mnt	-1,43201	5,00E-05
CG32767	-1,43226	5,00E-05
Rat1	-1,43247	5,00E-05
mRpS23	-1,4327	5,00E-05
CG33964	-1,43363	0,00015
Cyp6v1	-1,43433	5,00E-05
SNRPG	-1,43433	5,00E-05
CG4953	-1,43436	5,00E-05
CG14005	-1,4346	5,00E-05
Cyp6a22	-1,43579	5,00E-05
MED8	-1,4358	0,03155
CG14043	-1,43691	5,00E-05
CG10431	-1,43699	0,03175
Drice	-1,4371	5,00E-05
CG7182	-1,4374	5,00E-05
YL-1	-1,43815	5,00E-05
CG9723	-1,43928	5,00E-05
CG5555	-1,4398	5,00E-05
RecQ5	-1,44041	5,00E-05
Su(fu)	-1,44167	5,00E-05
CG14229	-1,44285	5,00E-05
Irbp	-1,44337	5,00E-05
Fgop2	-1,44395	5,00E-05
mRpL11	-1,44412	5,00E-05
Nbr	-1,44456	5,00E-05
sip1	-1,44574	5,00E-05
Nprl3	-1,44645	5,00E-05
XRCC1	-1,44788	5,00E-05
thoc7	-1,44976	5,00E-05
CRIF	-1,44998	5,00E-05
Grip84	-1,45031	5,00E-05
trsn	-1,45062	5,00E-05
Hr4	-1,45078	0,00725
SmE	-1,45215	5,00E-05
Mtl	-1,45263	5,00E-05
Gmer	-1,45313	0,00225
CG3918	-1,45343	5,00E-05
CG7839	-1,45364	5,00E-05
CG32409	-1,45385	5,00E-05
CG30156,vimar	-1,45402	5,00E-05
CG4338	-1,45426	0,00105
Prosalpha4	-1,4554	5,00E-05
heph	-1,45545	5,00E-05
Dbp73D	-1,45592	5,00E-05
Caf1-55	-1,45602	5,00E-05
U2af38	-1,45616	5,00E-05
CG4933	-1,45623	0,0047
Rtf1	-1,45668	5,00E-05
CG8038	-1,45684	0,00025
fz4	-1,45729	5,00E-05
CG11586	-1,45897	0,0002
Bin1	-1,46061	0,0001
CG1109	-1,4608	0,0056
Bre1	-1,46238	5,00E-05
CG8461	-1,46353	5,00E-05
CG7810	-1,46439	0,00035
woc	-1,46456	5,00E-05
ix	-1,46534	5,00E-05
Dlip3	-1,46563	5,00E-05
mRpL12	-1,46582	5,00E-05
CG3165	-1,46673	5,00E-05
Rpt5	-1,46753	5,00E-05
CstF-64	-1,46836	5,00E-05
CG17721	-1,46893	5,00E-05
CG31441	-1,46927	0,00035
CG5543	-1,46957	5,00E-05
CG9393	-1,47005	5,00E-05
ZIPIC	-1,47028	0,0009
CG8027	-1,47358	5,00E-05
RhoGAP71E	-1,47427	5,00E-05
CG3313	-1,47433	0,00075
CG43675,CG45050	-1,47448	5,00E-05
CG11986	-1,47533	0,00065
CR44982	-1,47626	0,0189
CG33172	-1,47632	5,00E-05
GstO1	-1,47671	5,00E-05
CG6678	-1,47729	0,0172
Cep97	-1,47752	5,00E-05
CG33108,LSm3	-1,47788	0,01495
dgt2,escl	-1,47794	5,00E-05
CG9902	-1,47852	5,00E-05
Taf5	-1,47941	5,00E-05
CG18789	-1,47982	0,00155
IKKepsilon	-1,48017	5,00E-05
Su(z)12	-1,48115	5,00E-05
CG4447	-1,48123	0,0003
CG2025	-1,48153	5,00E-05
Pof	-1,48182	0,0024
Ran	-1,48239	5,00E-05
kuk	-1,4824	5,00E-05
CG7713	-1,48254	5,00E-05
CG7185	-1,48411	5,00E-05
CG8771	-1,48472	5,00E-05
CG2129	-1,48481	5,00E-05
spz	-1,48604	5,00E-05
CG3511	-1,48672	5,00E-05
ana1	-1,48748	5,00E-05
CG14286	-1,48797	5,00E-05
Nup93-1	-1,48865	5,00E-05
Bx42	-1,48904	5,00E-05
CG8149	-1,49055	0,00015
PCID2	-1,49059	5,00E-05
CG5746	-1,49101	5,00E-05
Cul5	-1,49114	5,00E-05
CG11377	-1,49134	5,00E-05
RAF2	-1,49221	5,00E-05
Mad1	-1,49263	5,00E-05
slmb	-1,49444	5,00E-05
CG12104	-1,49457	0,00725
ssp3	-1,49468	5,00E-05
CG1620	-1,49534	5,00E-05
FLASH	-1,49612	5,00E-05
CG12236	-1,49612	0,00085
Usp39	-1,49666	5,00E-05
Dlc90F	-1,49745	5,00E-05
mud	-1,49824	5,00E-05
Ino80	-1,49827	0,004
shu	-1,49837	5,00E-05
CycD	-1,49922	5,00E-05
CG14434	-1,49952	0,00105
CHIP	-1,49996	5,00E-05
CG3309	-1,50011	5,00E-05
casp	-1,50026	5,00E-05
CG9601	-1,50031	5,00E-05
CG18262	-1,50032	5,00E-05
CG8841	-1,50059	5,00E-05
Sry-alpha	-1,50147	5,00E-05
MED30	-1,50149	5,00E-05
CG5645	-1,5019	5,00E-05
CG16812	-1,50327	5,00E-05
CG31875,SoYb	-1,5035	0,0001
CG42516,Pbp49	-1,50488	5,00E-05
CG5776	-1,50794	5,00E-05
MetRS	-1,50838	5,00E-05
Top2	-1,50877	5,00E-05
CG7137	-1,50943	5,00E-05
HIP-R	-1,50954	5,00E-05
CG32202	-1,51047	5,00E-05
CG5339	-1,51239	5,00E-05
CG32176	-1,51293	5,00E-05
ric8a	-1,51494	5,00E-05
jub	-1,51516	5,00E-05
RPA3	-1,51531	0,0007
cos	-1,51613	5,00E-05
lok	-1,51627	5,00E-05
Rad9	-1,51644	0,0042
Nedd8	-1,51648	5,00E-05
CG10803	-1,51648	0,0024
CG30381,rnh1	-1,5166	5,00E-05
CG31697,CG33116	-1,51677	5,00E-05
opm	-1,51683	5,00E-05
ari-2	-1,51746	5,00E-05
mor	-1,52197	5,00E-05
CG9915	-1,52221	5,00E-05
CG9143	-1,52232	5,00E-05
Ref1	-1,52329	5,00E-05
Gr47b,san	-1,52477	5,00E-05
Usp16-45	-1,52554	5,00E-05
Gos28	-1,52556	5,00E-05
sina	-1,52786	5,00E-05
CG13890	-1,52903	5,00E-05
CG4901	-1,52947	5,00E-05
Snx16	-1,52962	5,00E-05
CG15743	-1,5306	5,00E-05
Cul1	-1,53094	5,00E-05
CG2685	-1,53236	5,00E-05
CG17168	-1,53258	5,00E-05
Fcp1	-1,53277	5,00E-05
Es2	-1,53372	5,00E-05
Prp18	-1,53471	5,00E-05
sut1	-1,53494	5,00E-05
tyf	-1,53514	5,00E-05
Bap170	-1,53563	5,00E-05
chn	-1,53701	5,00E-05
CG1602	-1,53702	5,00E-05
CG6254	-1,53721	5,00E-05
Cypl	-1,53751	0,0001
BoYb	-1,53802	5,00E-05
Dl	-1,53898	5,00E-05
CG12316	-1,53904	5,00E-05
d4	-1,53911	5,00E-05
CG6179	-1,53911	5,00E-05
Smr	-1,53991	5,00E-05
CG4951	-1,54042	0,0015
Cep135	-1,54098	5,00E-05
Rpn5	-1,54164	5,00E-05
CG8950	-1,54183	5,00E-05
PPP4R2r	-1,54286	5,00E-05
Rcd4	-1,54306	0,0001
tut	-1,54327	5,00E-05
SRm160	-1,54595	5,00E-05
Rev1	-1,54608	5,00E-05
Su(var)2-10	-1,54661	5,00E-05
CG18870	-1,54729	5,00E-05
fal	-1,54759	5,00E-05
CG15601	-1,54786	0,0002
thoc5	-1,54808	5,00E-05
CG12259	-1,54812	5,00E-05
CG4813	-1,54853	5,00E-05
CG9662	-1,54992	5,00E-05
Mppe	-1,54996	5,00E-05
CycH	-1,55003	5,00E-05
Eaf6	-1,55142	5,00E-05
CG17493	-1,55144	5,00E-05
CR45208	-1,55191	0,0094
Usp14	-1,55197	5,00E-05
CG14384,grsm	-1,55206	5,00E-05
Usp10	-1,5521	5,00E-05
CG33695	-1,55328	5,00E-05
spn-B	-1,55343	0,0253
CG11851	-1,55487	5,00E-05
l(2)37Cd	-1,55596	5,00E-05
Dim1	-1,55606	5,00E-05
lic	-1,55675	5,00E-05
CG18787	-1,55895	0,00085
CG15536	-1,56073	0,0009
CG17802,CG17803,CG17806	-1,56163	5,00E-05
CG5641	-1,56194	5,00E-05
CG15812	-1,56293	5,00E-05
FK506-bp1	-1,5642	5,00E-05
CG9293	-1,56468	5,00E-05
CG17568	-1,56469	0,0315
Bap60	-1,56506	5,00E-05
su(Hw)	-1,56545	5,00E-05
CG42498	-1,56593	0,0001
Bap111	-1,56613	5,00E-05
CG2034	-1,56677	5,00E-05
cag	-1,56775	0,0033
CG14516	-1,56819	5,00E-05
CstF-50	-1,56871	5,00E-05
CG34149	-1,569	0,0001
TfIIS	-1,5696	5,00E-05
CG17829	-1,57019	5,00E-05
MFS18	-1,57045	5,00E-05
CG32590	-1,5712	0,0002
mip120	-1,57158	0,00025
CG8878	-1,57163	5,00E-05
CG31249	-1,57174	5,00E-05
a10	-1,5723	0,00485
PpD3	-1,57366	5,00E-05
Dek	-1,57371	5,00E-05
CG17266	-1,57419	0,0248
Tap42	-1,57497	5,00E-05
ssp	-1,57544	5,00E-05
Grip91	-1,57553	0,00055
CG13163	-1,57557	0,0011
CG3397	-1,57586	0,00205
CG3407	-1,57789	5,00E-05
CG16753	-1,57831	5,00E-05
Duox	-1,5784	5,00E-05
CG7745	-1,57852	5,00E-05
CG1307	-1,57926	5,00E-05
CG8188	-1,57935	5,00E-05
nito	-1,57968	5,00E-05
Slu7	-1,58081	5,00E-05
Iswi	-1,58121	5,00E-05
Nup133	-1,58148	5,00E-05
CG4203	-1,5833	5,00E-05
CG15525	-1,58397	0,00015
Br140	-1,58453	5,00E-05
Sdhaf3	-1,58501	0,00015
CG13016	-1,5852	0,0002
Mapmodulin	-1,58534	5,00E-05
CG10050	-1,58813	5,00E-05
CG42487,CG4884	-1,58813	5,00E-05
CG7352	-1,58872	0,0004
Vti1a	-1,58993	5,00E-05
DMAP1	-1,59074	5,00E-05
beta4GalT7	-1,59178	5,00E-05
CG16896	-1,59216	5,00E-05
Arpc2	-1,59226	5,00E-05
CG4768	-1,59261	5,00E-05
Tfb4	-1,59278	0,0003
CR43430	-1,59296	0,0032
RnpS1	-1,59377	5,00E-05
mtSSB	-1,5938	5,00E-05
CG33052	-1,59402	5,00E-05
U2A	-1,59555	5,00E-05
msl-1	-1,596	5,00E-05
CG30109	-1,59605	5,00E-05
MED19	-1,59605	5,00E-05
CG1622	-1,59737	5,00E-05
CG43313	-1,59819	5,00E-05
CG11808	-1,59959	0,0017
mei-P26	-1,60005	5,00E-05
CG15514	-1,60034	5,00E-05
CG6985	-1,60125	0,00015
Ubc2	-1,60126	5,00E-05
Sap30	-1,60128	5,00E-05
CG6763,Cdc16	-1,60136	5,00E-05
ninaE	-1,60191	5,00E-05
CG8414	-1,60202	5,00E-05
pnut	-1,6021	5,00E-05
PQBP1	-1,60235	0,00755
gcl	-1,60267	5,00E-05
CG9684	-1,6035	0,0002
CG6962	-1,60403	5,00E-05
Paf-AHalpha	-1,60423	5,00E-05
Fmr1	-1,6045	5,00E-05
bif	-1,60593	5,00E-05
CG9062	-1,60652	5,00E-05
CG9376	-1,60715	0,00365
Xpac	-1,60715	5,00E-05
Ime4	-1,60755	5,00E-05
SmD1	-1,60828	5,00E-05
CG1789	-1,60947	5,00E-05
Ubc4	-1,60983	5,00E-05
CG2911,Spec2	-1,61002	5,00E-05
koko	-1,61034	5,00E-05
RpA-70	-1,61135	5,00E-05
CG11261	-1,61138	0,0001
CG3542	-1,6117	5,00E-05
EloA	-1,61173	5,00E-05
Abp1	-1,61562	5,00E-05
CG18178	-1,61641	5,00E-05
fend	-1,61678	5,00E-05
Hop	-1,61763	5,00E-05
mei-218	-1,61896	0,0007
Lrr47	-1,6192	5,00E-05
CG7718	-1,61978	5,00E-05
